IDv4	IDv3	PosV3	PosV4	Symbol	Cloned	GeneName	Functional description
Zm00001d048575	GRMZM2G168760	9:156675592-156709057	9:159480993-159515420	-		-	myosin heavy chain-related
Zm00001d048576	NA	NA	9:159531032-159535776	-		-	myosin heavy chain-related
Zm00001d048577	GRMZM2G105192	9:156842870-156865651	9:159667998-159691083	-		-	Transmembrane amino acid transporter family protein
Zm00001d048578	NA	NA	4:50276-52356	-		-	DEAD-box ATP-dependent RNA helicase 53
Zm00001d048582	GRMZM2G397651	4:30308-31923	4:218617-220062	-		-	UPF0503 protein  chloroplastic
Zm00001d048583	GRMZM2G000510	4:32433-63643	4:220381-224895	 ucp3		uncoupling protein homolog3	-
Zm00001d048584	GRMZM2G397661	4:32395-33087	4:220589-221098	-		-	Thioesterase family protein
Zm00001d048585	GRMZM2G000531	4:136667-140201	4:297947-301454	-		-	Methylsterol monooxygenase 2-2
Zm00001d048586	GRMZM2G000586	4:140232-141202	4:301533-306087	-		-	Retrovirus-related Pol polyprotein LINE-1
Zm00001d048590	GRMZM2G058868	4:609416-610872	4:818674-819621	-		-	Probable transcriptional regulator RABBIT EARS
Zm00001d048591	GRMZM2G359599	4:612258-614155	4:821353-823207	-		TCP-transcription factor 13	Chaperone protein dnaJ 6
Zm00001d048592	NA	NA	4:919276-920997	 rca2		RUBISCO activase2	encodes the beta form of RUBISCO activase
Zm00001d048593	GRMZM2G162200	4:693736-696087	4:921608-923738	-		RUBISCO activase2	Ribulose bisphosphate carboxylase/oxygenase activase%2C chloroplastic
Zm00001d048594	GRMZM2G058410	4:764403-766798	4:980011-981702	-		-	Putative cyclin-D7-1
Zm00001d048595	GRMZM2G058394	4:767835-768923	4:983434-984507	-		-	Putative thaumatin domain family protein
Zm00001d048599	GRMZM5G819212	4:824380-826918	4:1039795-1042322	-		-	UPF0161 protein
Zm00001d048605	NA	NA	4:1110683-1111262	-		-	Protein TRANSPARENT TESTA 12
Zm00001d048606	GRMZM5G857620	4:908741-909813	4:1119072-1120989	-		-	RHOMBOID-like protein 1
Zm00001d048608	GRMZM2G122073	4:1047704-1049444	4:1259982-1261388	-		-	Putative DUF231 domain containing family protein
Zm00001d048609	GRMZM2G145725	4:1064160-1065086	4:1277393-1280951	-		-	Serine/arginine-rich SC35-like splicing factor SCL30
Zm00001d048611	NA	NA	4:1283712-1284484	-		-	Metallothionein-like protein 1B
Zm00001d048612	GRMZM2G164224	4:1070864-1074040	4:1286635-1292972	-		-	Vesicle-associated protein 1-1
Zm00001d048613	GRMZM2G308369	4:1081917-1094326	4:1294082-1306354	-		-	Disease resistance protein RGA2
Zm00001d048614	GRMZM2G008369	4:1095458-1097674	4:1307131-1309817	-		-	Probable GTP-binding protein OBGM mitochondrial
Zm00001d048615	GRMZM2G082544	4:1152494-1154117	4:1368532-1369329	-		-	Putative membrane lipoprotein
Zm00001d048616	NA	NA	4:1392483-1395346	-		-	Vacuolar protein sorting-associated protein 2 homolog 1
Zm00001d048617	GRMZM2G534826	4:1192423-1192959	4:1457925-1458461	-		-	Putative RING zinc finger domain superfamily protein
Zm00001d048618	GRMZM2G475505	4:1223789-1224980	4:1473197-1474843	-		-	Osmotin-like protein
Zm00001d048620	GRMZM2G176437	4:1225603-1228727	4:1475647-1478778	-		-	PIF / Ping-Pong family of plant transposases
Zm00001d048621	GRMZM2G308860	4:1256813-1261230	4:1519872-1524402	-		-	ABC transporter G family member 11
Zm00001d048623	GRMZM2G048136	4:1269236-1270429	4:1532822-1534194	-		MYB-transcription factor 88	Putative MYB DNA-binding domain superfamily protein
Zm00001d048624	AC204621.4_FG006	4:1274853-1275830	4:1538337-1539457	-		GRAS-transcription factor 59	Scarecrow-like protein 29
Zm00001d048625	GRMZM2G349791	4:1299466-1300872	4:1562955-1564019	-		-	O-methyltransferase ZRP4
Zm00001d048626	GRMZM2G015232	4:1463948-1466230	4:1714288-1716504	-		-	Putative cytochrome P450 superfamily protein
Zm00001d048627	GRMZM2G107082	4:1487077-1490437	4:1738291-1741620	-		-	ATP-citrate synthase alpha chain protein 3
Zm00001d048628	GRMZM2G107239	4:1491876-1495671	4:1742938-1750365	-		-	ARM repeat superfamily protein
Zm00001d048631	NA	NA	4:1766785-1769498	-		-	Wall-associated receptor kinase 2
Zm00001d048632	NA	NA	4:1774602-1782873	-		-	DEAD-box ATP-dependent RNA helicase 40
Zm00001d048634	NA	NA	4:1846585-1848071	-		benzoxazinone synthesis6	DIBOA-glucoside dioxygenase BX6
Zm00001d048635	GRMZM2G455909	4:1553768-1556576	4:1863485-1867128	-		-	Disease resistance protein RPM1
Zm00001d048636	NA	NA	4:2418845-2419582	-		-	Disease resistance protein RPM1
Zm00001d048637	GRMZM2G455321	4:1873582-1875342	4:2421429-2434362	-		-	Disease resistance RPP13-like protein 4
Zm00001d048639	GRMZM2G013170	4:1940774-1946421	4:2460061-2463705	-		-	Disease resistance protein RPM1
Zm00001d048640	NA	NA	4:2483071-2484819	-		-	Disease resistance protein RPM1
Zm00001d048642	NA	NA	4:2508369-2510931	-		-	Serine/threonine-protein phosphatase 5
Zm00001d048643	GRMZM2G033544	4:1987656-1991701	4:2534586-2541828	-		-	Cyclopropane-fatty-acyl-phospholipid synthase
Zm00001d048644	GRMZM2G457287	4:1996897-1999476	4:2546675-2549655	-		-	NEP-interacting protein 1
Zm00001d048645	GRMZM2G131508	4:2032089-2033821	4:2583583-2585267	-		-	Putative cytochrome P450 superfamily protein
Zm00001d048647	GRMZM2G131442	4:2048276-2051646	4:2600276-2602518	-		MYB-transcription factor 4	Putative MYB DNA-binding domain superfamily protein
Zm00001d048648	GRMZM2G431856	4:2054500-2055868	4:2606137-2607496	-		-	Pectinesterase
Zm00001d048649	GRMZM2G131409	4:2060577-2061511	4:2612412-2612975	-		-	Expressed protein;  protein
Zm00001d048651	GRMZM2G178046	4:2075295-2077027	4:2627597-2629906	-		-	Expressed protein;  protein
Zm00001d048655	GRMZM2G057450	4:2116635-2122723	4:2668192-2674113	 msf1		mRNA splicing factor1	leaf cDNA csu363 similar to animal mRNA splicing factor
Zm00001d048656	NA	NA	4:2788328-2789237	-		-	Bowman-Birk type trypsin inhibitor
Zm00001d048658	GRMZM5G870184	4:2266883-2309162	4:2822831-2825638	-		-	Putative laccase family protein
Zm00001d048660	NA	NA	4:2847383-2847973	-		-	Bowman-Birk type trypsin inhibitor
Zm00001d048662	GRMZM2G171036	4:2385906-2388151	4:2961499-2962521	-		-	Plant viral-response family protein
Zm00001d048663	NA	NA	4:2963433-2979198	-		-	Disease resistance protein RGA2
Zm00001d048665	GRMZM2G448282	4:2412312-2414762	4:2984218-2989686	-		-	NB-ARC domain containing protein expressed
Zm00001d048667	GRMZM2G448213	4:2428415-2439794	4:3003539-3015421	-		-	Protein kinase domain superfamily protein
Zm00001d048669	GRMZM2G146192	4:2485517-2488901	4:3057594-3060877	-		-	Auxin-induced beta-glucosidase%3B Putative O-Glycosyl hydrolase superfamily protein
Zm00001d048670	GRMZM2G444222	4:2491277-2492827	4:3063257-3064807	-		-	Pentatricopeptide repeat-containing protein
Zm00001d048672	GRMZM2G001160	4:2520732-2525511	4:3090493-3095287	-		-	ATP-dependent DNA helicase Q-like 1
Zm00001d048673	GRMZM2G001116	4:2526283-2530669	4:3095970-3100854	-		-	P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain
Zm00001d048680	NA	NA	4:3197914-3204309	-		-	Protein MID1-COMPLEMENTING ACTIVITY 1
Zm00001d048683	GRMZM2G106377	4:2663958-2666164	4:3233706-3235463	-		-	Putative RING zinc finger domain superfamily protein
Zm00001d048684	GRMZM2G106389	4:2667702-2680220	4:3237296-3249838	-		-	Cysteine-rich receptor-like protein kinase 8
Zm00001d048687	GRMZM2G106429	4:2685045-2687778	4:3254798-3257381	-		-	Heat shock 70 kDa protein 3
Zm00001d048688	GRMZM2G106443	4:2697292-2699180	4:3266870-3268342	-		-	UDP-glycosyltransferase 75B1
Zm00001d048689	GRMZM2G126453	4:2758911-2766621	4:3334718-3345872	-		-	AAA-type ATPase family protein
Zm00001d048690	GRMZM2G126541	4:2767101-2768867	4:3346373-3347902	-		-	Serine carboxypeptidase-like 50
Zm00001d048691	GRMZM2G126552	4:2769172-2772923	4:3348342-3351882	-		-	WD repeat-containing protein VIP3
Zm00001d048692	GRMZM2G126601	4:2775384-2779068	4:3354424-3358262	-		-	Magnesium/proton exchanger
Zm00001d048693	GRMZM2G062129	4:2835289-2841246	4:3408213-3414247	-		-	ATA15 protein
Zm00001d048695	GRMZM2G139872	4:2856805-2860358	4:3429846-3433327	-		-	F-box family protein
Zm00001d048696	GRMZM2G139828	4:2867359-2871213	4:3440984-3444303	-		-	Pectin lyase-like superfamily protein
Zm00001d048697	GRMZM2G441115	4:2892328-2894627	4:3464266-3467995	-		MADS-transcription factor 40	Putative MADS-box transcription factor family protein
Zm00001d048702	GRMZM2G167549	4:3003162-3005932	4:3574390-3576530	 bx3		benzoxazinone synthesis3	endoplasmic reticulum monoxygenase; synthesis of cyclic hydroxamates/DIMBOA; insect resistance in young seedlings; SSR umc1017
Zm00001d048703	GRMZM2G172491	4:3051215-3054036	4:3614699-3616705	 bx4		benzoxazinone synthesis4	endoplasmic reticulum P450 monoxygenase; synthesis of cyclic hydroxamates/DIMBOA; insect resistance in young seedlings; NAM SNP PHM1184
Zm00001d048704	NA	NA	4:3617330-3619610	-		-	General transcription factor 2-related zinc finger protein
Zm00001d048705	GRMZM2G063756	4:3112925-3115501	4:3672327-3674403	 bx5		benzoxazinone synthesis5	endoplasmic reticulum monoxygenase; synthesis of cyclic hydroxamates/DIMBOA; insect resistance in young seedlings; SSR umc1276.
Zm00001d048707	GRMZM2G085054	4:3214647-3216558	4:3787419-3789065	 bx8		benzoxazinone synthesis8	cytosolic glucosyltransferase; synthesis of cyclic hydroxamates/DIMBOA; insect resistance in young seedlings
Zm00001d048709	GRMZM2G085381	4:3260762-3263006	4:3833330-3835353	 bx1		benzoxazinless1	plastid localized, committed step in cyclic hydroxamates/DIMBOA synthesis; insect resistance in young seedlings; SSR umc1022
Zm00001d048710	GRMZM2G085661	4:3265213-3267368	4:3837797-3839930	 bx2		benzoxazinone synthesis2	endoplasmic reticulum P450 monoxygenase; synthesis cyclic hyroxamates/DIMBOA; insect resistance in young seedlings; SSR umc1164, umc1682
Zm00001d048711	GRMZM2G085854	4:3270661-3272696	4:3843348-3844823	-		-	Hydroquinone glucosyltransferase
Zm00001d048712	NA	NA	4:3847634-3850842	-		-	Coatomer subunit beta'-3
Zm00001d048715	GRMZM2G478920	4:3412791-3417080	4:4114481-4118893	 pex2		pollen extensin-like2	clone like pex1
Zm00001d048716	GRMZM2G371159	4:3456655-3457116	4:4145643-4146017	-		-	Protein RALF-like 33
Zm00001d048717	GRMZM2G070723	4:3457667-3464144	4:4146610-4153083	-		-	Peptide chain release factor APG3 chloroplastic
Zm00001d048718	GRMZM2G070553	4:3464429-3471840	4:4153365-4160810	-		-	Galactose oxidase/kelch repeat superfamily protein
Zm00001d048719	NA	NA	4:4178505-4178837	-		-	Glutaredoxin-C13
Zm00001d048720	GRMZM2G371063	4:3478455-3478977	4:4181912-4182247	-		-	Glutaredoxin-C13
Zm00001d048721	GRMZM2G070429	4:3484283-3487918	4:4184200-4187807	-		-	Lipase
Zm00001d048722	GRMZM2G370999	4:3488108-3489851	4:4187982-4189310	-		-	Protein SHOOT GRAVITROPISM 5
Zm00001d048723	GRMZM2G097981	4:3593195-3596282	4:4219129-4220219	-		-	Tropinone reductase homolog
Zm00001d048726	NA	NA	4:4312488-4315879	-		-	Tropinone reductase 2
Zm00001d048727	GRMZM2G398529	4:3598972-3599925	4:4318415-4319363	-		-	CASP-like protein 1U4
Zm00001d048728	GRMZM2G098047	4:3600626-3601268	4:4320093-4320698	-		-	CASP-like protein 1U3
Zm00001d048729	GRMZM2G398533	4:3605202-3605964	4:4324468-4325654	-		-	Expressed protein;  protein
Zm00001d048730	NA	NA	4:4421634-4425292	-		-	Cellulase (glycosyl hydrolase family 5) protein
Zm00001d048731	GRMZM2G037472	4:3748230-3751679	4:4464763-4469275	-		-	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Zm00001d048732	GRMZM2G037342	4:3752277-3757733	4:4469601-4475393	-		-	Sodium/hydrogen exchanger
Zm00001d048734	GRMZM2G339848	4:3759509-3766867	4:4476477-4484516	-		-	Putative homeodomain-like transcription factor superfamily protein
Zm00001d048736	GRMZM2G006480	4:3893115-3896019	4:4607651-4610357	-		-	S-alkyl-thiohydroximate lyase SUR1
Zm00001d048738	NA	NA	4:4760731-4762024	-		-	Aldehyde dehydrogenase family 7 member A1
Zm00001d048739	GRMZM2G048635	4:4057995-4061542	4:4786054-4789345	-		-	Protein kinase superfamily protein
Zm00001d048740	GRMZM2G048651	4:4064582-4066340	4:4792533-4793732	-		-	Leucine-rich repeat (LRR) family protein
Zm00001d048741	GRMZM2G348675	4:4068458-4092940	4:4796507-4825085	-		-	Nuclear pore complex protein NUP107
Zm00001d048742	NA	NA	4:4829087-4832212	-		-	Phospholipase A I
Zm00001d048743	GRMZM2G348729	4:4104829-4109006	4:4833676-4836651	-		-	Fumarate hydratase 1 mitochondrial
Zm00001d048746	NA	NA	4:4872871-4873749	-		-	Putative CCR4-associated factor 1 homolog 3
Zm00001d048748	NA	NA	4:4904834-4905715	-		-	Putative CCR4-associated factor 1 homolog 3
Zm00001d048752	GRMZM2G398086	4:4142134-4143018	4:4935434-4936318	-		-	Putative CCR4-associated factor 1 homolog 3
Zm00001d048753	NA	NA	4:4941857-4950839	-		-	CLIP-associated protein
Zm00001d048754	NA	NA	4:4962452-4963336	-		-	Putative CCR4-associated factor 1 homolog 3
Zm00001d048755	NA	NA	4:4968904-4977465	-		-	CLIP-associated protein
Zm00001d048757	GRMZM2G398086	4:4142134-4143018	4:5009076-5009954	-		-	Putative CCR4-associated factor 1 homolog 3
Zm00001d048758	GRMZM2G441632	4:4209080-4210728	4:5025702-5027276	-		-	Tyrosine decarboxylase 1
Zm00001d048759	GRMZM2G140527	4:4216683-4219243	4:5033268-5035828	-		laccase10	Putative laccase family protein
Zm00001d048761	GRMZM2G399826	4:4275055-4277932	4:5091803-5094512	-		-	Expressed protein;  protein
Zm00001d048763	GRMZM2G100118	4:4322941-4330359	4:5139506-5146925	-		-	ARM repeat superfamily protein
Zm00001d048766	GRMZM5G878139	4:4398962-4410023	4:5217092-5228295	 pls2		phospholipid synthesis2	endosperm cDNA complements E. coli temperature sensitive mutant in plsC
Zm00001d048769	NA	NA	4:5252916-5255776	-		-	Sterile alpha motif (SAM) domain-containing protein
Zm00001d048770	GRMZM2G039630	4:4481664-4482509	4:5257025-5257772	-		-	Ribosome associated membrane protein RAMP4
Zm00001d048771	NA	NA	4:5258510-5260332	-		-	Putative polyol transporter 1
Zm00001d048772	GRMZM2G039520	4:4491735-4496185	4:5267038-5271733	-		-	Embryogenesis transmembrane protein-like;  protein
Zm00001d048773	NA	NA	4:5272719-5274906	-		-	Polyol transporter 5
Zm00001d048774	GRMZM2G081173	4:4508711-4510479	4:5284037-5285944	-		-	Putative polyol transporter 1
Zm00001d048775	NA	NA	4:5328661-5330696	-		-	Putative polyol transporter 1
Zm00001d048776	NA	NA	4:5380779-5382734	-		-	Putative polyol transporter 1
Zm00001d048777	GRMZM5G813627	4:4621060-4626996	4:5407409-5413841	-		-	Splicing factor U2af large subunit A
Zm00001d048782	NA	NA	4:5476678-5478607	-		-	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
Zm00001d048783	GRMZM5G891430	4:4711520-4715552	4:5479500-5501595	-		-	Beta-galactosidase 5
Zm00001d048784	GRMZM2G477113	4:4724912-4727358	4:5509605-5511675	-		-	E3 ubiquitin-protein ligase RGLG1
Zm00001d048785	GRMZM5G845021	4:4740446-4742408	4:5524278-5526586	-		-	Adenylyl-sulfate kinase 3
Zm00001d048786	GRMZM2G165188	4:4752932-4754547	4:5537283-5538661	-		bHLH-transcription factor 38	Putative HLH DNA-binding domain superfamily protein
Zm00001d048787	GRMZM2G165208	4:4758093-4759848	4:5542752-5544025	-		-	40S ribosomal protein S29
Zm00001d048788	GRMZM2G165320	4:4763817-4766377	4:5547919-5550554	-		-	Putative acyl-CoA oxidase family protein
Zm00001d048793	GRMZM2G165348	4:4851516-4852955	4:5635957-5636853	-		-	Cysteine-rich receptor-like protein kinase 41
Zm00001d048794	GRMZM2G165383	4:4855859-4860243	4:5640579-5644397	-		-	Phosphoserine phosphatase chloroplastic
Zm00001d048795	GRMZM2G165461	4:4865881-4866960	4:5650242-5651052	-		-	SPR1
Zm00001d048796	GRMZM2G468260	4:4867599-4872027	4:5651769-5655950	-		-	RING/U-box superfamily protein
Zm00001d048797	NA	NA	4:5656674-5657872	-		-	Protein MOR1
Zm00001d048798	NA	NA	4:5677103-5679695	-		-	Protein MEI2-like 1
Zm00001d048799	GRMZM2G123996	4:4912148-4914530	4:5692115-5694484	-		-	Pistil-specific extensin-like protein
Zm00001d048800	GRMZM2G058340	4:4992643-4997690	4:5743698-5747832	-		-	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Zm00001d048801	GRMZM5G877647	4:5006417-5007575	4:5759011-5759400	-		-	Protein ELF4-LIKE 4
Zm00001d048802	GRMZM2G058447	4:5010887-5011985	4:5763281-5770165	-		-	Glycine-rich domain-containing protein 1
Zm00001d048804	GRMZM2G076435	4:5044212-5046753	4:5796759-5799180	 php20725a		None	NCBI: plant viral-response family protein
Zm00001d048806	NA	NA	4:5835517-5836317	 az22z5		22kD alpha zein5	mRNA for 22kD zein; in z1c(zp22) cluster
Zm00001d048807	NA	NA	4:5846538-5847338	-		Kafirin PSKR2 Precursor  [source	UniProtKB/Swiss-Prot;Acc:KAF2_SORBI]
Zm00001d048808	NA	NA	4:5850648-5851046	-		Kafirin PSKR2 Precursor  [source	UniProtKB/Swiss-Prot;Acc:KAF2_SORBI]
Zm00001d048809	NA	NA	4:5874886-5875686	 zp22.1		zein protein 22.1	cDNA pZ22.1, SSR phi074
Zm00001d048810	NA	NA	4:5880093-5880632	-		Kafirin PSKR2 Precursor  [source	UniProtKB/Swiss-Prot;Acc:KAF2_SORBI]
Zm00001d048812	NA	NA	4:5897751-5898554	 az22z4		22kD alpha zein4	mRNA for 22kD zein; in z1c(zp22) cluster
Zm00001d048813	NA	NA	4:5909078-5909878	-		AZS22-8	Zein-alpha ZA1/M1
Zm00001d048814	GRMZM2G044104	4:5154347-5155431	4:5912544-5913628	-		-	Dirigent protein 11
Zm00001d048815	NA	NA	4:5918117-5918815	-		-	B3 domain-containing transcription factor NGA2
Zm00001d048816	NA	NA	4:5927153-5927953	-		Kafirin PSKR2 Precursor  [source	UniProtKB/Swiss-Prot;Acc:KAF2_SORBI]
Zm00001d048817	NA	NA	4:5939853-5940653	 zp3		zein protein3	encodes a 22 kD alpha zein
Zm00001d048818	NA	NA	4:5943970-5944767	-		Kafirin PSKR2 Precursor  [source	UniProtKB/Swiss-Prot;Acc:KAF2_SORBI]
Zm00001d048819	GRMZM2G161169	4:5201672-5204080	4:5969504-5971918	-		-	Putative cytochrome P450 superfamily protein
Zm00001d048822	GRMZM2G122873	4:5241731-5244116	4:6009751-6012530	-		-	Putative leucine-rich repeat protein kinase family protein
Zm00001d048823	GRMZM2G122869	4:5244889-5249008	4:6012941-6019888	-		-	Monosaccharide-sensing protein 2
Zm00001d048824	GRMZM5G835213	4:5253223-5261670	4:6021398-6029788	-		-	Putative oligouridylate binding protein
Zm00001d048825	GRMZM5G833660	4:5264929-5267263	4:6033089-6035517	-		-	Inner membrane protease subunit 1%2C nuclear encoding mitochondrial protein%2C mRNA
Zm00001d048829	GRMZM5G811176	4:5271156-5271566	4:6038404-6041130	-		-	Remorin family protein
